N_imp,P_imp,K_imp,Ca_imp,Mg_imp
5.46,0.3466666666666667,4.783333333333333,1.01,0.41
5.4993333333333325,0.42,6.02598,1.23,0.5366666666666666
4.833333333333333,0.33666666666666667,3.1533333333333338,0.8233333333333333,0.4033333333333333
5.7,0.3666666666666667,5.136666666666668,1.1466666666666667,0.5533333333333333
5.563333333333333,0.4366666666666667,4.8999999999999995,0.9499999999999998,0.49666666666666665
5.433333333333334,0.3566666666666667,4.066666666666667,1.01,0.4566666666666667
4.655666666666667,0.4666666666666666,5.433333333333333,1.2,0.4833333333333334
6.089666666666666,0.45,4.383333333333333,1.11,0.38999999999999996
6.0308,0.5566666666666666,5.256666666666667,0.6999999999999998,0.48333333333333334
6.097666666666666,0.5366666666666666,5.996666666666667,0.7000000000000001,0.47333333333333333
5.918333333333333,0.48666666666666664,4.286666666666666,0.8766666666666668,0.49
4.992999999999999,0.38666666666666666,4.55,1,0.4466666666666667
4.964666666666666,0.3866666666666667,4.06,0.9233333333333332,0.5233333333333333
5.989999999999999,0.5633333333333334,5.68,0.8766666666666666,0.4766666666666666
5.767333333333333,0.4166666666666667,5.87,1.2966666666666666,0.5433333333333333
5.681333333333334,0.4033333333333333,5.739999999999999,0.8733333333333334,0.48
5.341000000000001,0.2966666666666667,3.9600000000000004,0.9433333333333334,0.71
5.766666666666667,0.6033333333333334,5.113333333333333,0.7833333333333333,0.4200000000000001
6.1819999999999995,0.4466666666666667,4.793333333333334,0.9633333333333333,0.6233333333333334
5.858,0.3833333333333333,4.18,0.7866666666666666,0.5266666666666667
5.472,0.47333333333333333,3.35,0.9133333333333332,0.5133333333333333
5.699333333333333,0.4466666666666666,4.603333333333333,0.8799999999999999,0.5066666666666667
5.6433333333333335,0.41,6.926666666666667,1.28,0.63
6.094333333333334,0.47333333333333333,4.756666666666667,0.9133333333333334,0.43
5.7,0.49,5.573333333333333,1.26,0.5833333333333334
5.5,0.4366666666666667,4.096666666666667,0.7799999999999999,0.5299999999999999
5.9366666666666665,0.45999999999999996,5.493333333333333,1.1133333333333333,0.61
5.763333333333333,0.42,5.1866666666666665,1.1533333333333333,0.5666666666666667
4.733333333333333,0.5633333333333332,5.333333333333333,0.7799999999999999,0.5366666666666666
5.050333333333333,0.38999999999999996,5.43,1.0133333333333334,0.5033333333333333
5.528666666666666,0.4633333333333334,5.183333333333334,1.0166666666666666,0.5133333333333333
5.757000000000001,0.41333333333333333,5.166666666666667,0.75,0.5233333333333333
5.933333333333334,0.4266666666666667,4.6066666666666665,1.1666666666666667,0.4466666666666666
6.364666666666667,0.36999999999999994,5.233933333333333,1.0033333333333332,0.6733333333333333
6.374,0.47973666666666664,4.663333333333334,0.8233333333333333,0.6
5.8,0.4366666666666667,5.27,0.9466666666666667,0.63
5.402333333333334,0.33,4.66,0.88,0.6733333333333333
6.2,0.4566666666666667,5.466666666666666,1.32,0.56
5.766666666666666,0.41333333333333333,3.8633333333333333,0.9295066666666667,0.59
6.102866666666666,0.36666333333333334,5.47,1.0366666666666668,0.44798333333333334
6.071666666666666,0.47333333333333333,4.736666666666666,0.9633333333333334,0.5533333333333333
5.487333333333333,0.4833333333333334,4.386666666666667,1.04,0.5133333333333333
4.904333333333333,0.32,3.686666666666666,0.85,0.5933333333333334
5.5,0.6833333333333332,5.676666666666667,0.9966666666666667,0.6266666666666666
5.993333333333333,0.5299999999999999,5.140000000000001,1.2100000000000002,0.48666666666666664
6.107666666666667,0.42,4.796666666666666,0.8633333333333333,0.3866666666666667
5.270333333333333,0.3933333333333333,4.87,1.42,0.49626
6.133333333333333,0.3933333333333333,4.72,0.86,0.42991
6.099999999999999,0.48666666666666664,6.286666666666666,0.8166666666666668,0.51
5.933333333333334,0.4266666666666667,6.03,0.8866666666666667,0.51
6.228666666666666,0.5766666666666667,6.489999999999999,1.0766666666666667,0.5366666666666666
5.966333333333334,0.43,3.4466666666666668,1.1833333333333333,0.45999999999999996
5.576333333333333,0.3766666666666667,5.1066666666666665,0.9,0.59
5.833333333333333,0.5299999999999999,6.32,0.9899999999999999,0.3733333333333333
6.133333333333333,0.4633333333333334,6.203333333333333,1.1122366666666668,0.5666666666666667
5.372,0.3,4.716666666666666,1.0733333333333333,0.59
4.921333333333333,0.5,5.48,1.3033333333333335,0.5
6.6946666666666665,0.36999999999999994,4.46,1.0833333333333333,0.54
6.1000000000000005,0.4066666666666667,6.203333333333333,1.0566666666666666,0.54
4.922666666666667,0.30333333333333334,4.05,0.9833333333333333,0.5633333333333334
5.433333333333333,0.47666666666666674,5.603333333333333,1.2033333333333334,0.5499999999999999
5.102333333333333,0.31666666666666665,4.946666666666666,0.91,0.38666666666666666
5.383333333333333,0.41,4.43,1.0766666666666669,0.7633333333333333
6.248,0.5233333333333333,5.793333333333333,1.1733333333333333,0.52
6.166666666666667,0.5833333333333334,4.0082233333333335,0.8833333333333334,0.47666666666666674
5.402,0.38666666666666666,4.12,0.9866666666666667,0.5233333333333333
6.312666666666666,0.5133333333333333,5.726666666666667,0.8278433333333334,0.39999999999999997
5.866666666666666,0.49333333333333335,5.87,1.0933333333333335,0.58
6.0633333333333335,0.37666666666666665,3.51,1.5099999999999998,0.5671433333333332
5.286666666666666,0.3233333333333333,6.449999999999999,1.38,0.6633333333333334
5.460333333333334,0.32561999999999997,5.61,1.1833333333333333,0.5033333333333333
4.778333333333333,0.31,4.6000000000000005,0.6433333333333333,0.45999999999999996
6.080000000000001,0.33,5.6000000000000005,1.406666666666667,0.5499999999999999
4.751333333333334,0.3566666666666667,6.6066666666666665,0.9133333333333332,0.4833333333333334
5.791333333333333,0.5133333333333333,4.13,0.9933333333333333,0.4566666666666667
5.633333333333333,0.31,5.819313333333334,1.1333333333333333,0.5166666666666667
5.671333333333333,0.3466666666666667,4.465493333333334,1.0733333333333333,0.62
6.02,0.43,5.456666666666667,1.3333333333333333,0.4833333333333334
5.5023333333333335,0.41333333333333333,4.52,0.9433333333333334,0.7400000000000001
5.034666666666666,0.4066666666666667,5.6066666666666665,0.9633333333333333,0.7133333333333334
5.566666666666666,0.32666666666666666,5.21,1.5433333333333332,0.56
4.609000000000001,0.39999999999999997,3.563333333333334,0.9899999999999999,0.6233333333333333
6.807666666666667,0.3633333333333333,4.78,1.1266666666666667,0.47
5.636,0.41,5.293333333333333,0.8133333333333335,0.4166666666666667
5.897666666666667,0.5566666666666666,6.239999999999999,0.8766666666666666,0.5133333333333333
5.883333333333333,0.51,5.723333333333334,0.9700000000000001,0.4766666666666666
6.1866666666666665,0.47,4.6866666666666665,0.9366666666666665,0.63
5.755,0.4366666666666667,4.653333333333333,1.0366666666666668,0.4666666666666666
5.806333333333332,0.45,5.23,0.9433333333333334,0.6066666666666668
6.524666666666666,0.3866666666666667,4.996666666666666,0.8896066666666668,0.5833333333333333
4.9943333333333335,0.4633333333333334,4.663333333333333,0.9233333333333333,0.4266666666666667
5.184,0.3633333333333333,4.743333333333333,1.24,0.5533333333333332
6.033333333333334,0.4633333333333334,4.883333333333334,0.7333333333333334,0.5566666666666666
6.066666666666666,0.5333333333333333,5.20189,1.09,0.4766666666666666
5.928999999999999,0.3466666666666667,5.6933333333333325,0.9233333333333332,0.61
5.057333333333333,0.2866666666666666,5.266666666666667,1.0833333333333333,0.5166666666666667
5.239333333333334,0.36999999999999994,4.696666666666666,0.9533333333333335,0.49333333333333335
5.5696666666666665,0.4666666666666666,5.1933333333333325,1.34,0.41
6.333333333333333,0.54,5.886666666666667,1.2466666666666668,0.57
5.899333333333334,0.47333333333333333,3.9733333333333327,0.8166666666666668,0.5033333333333334
5.6000000000000005,0.35333333333333333,4.786666666666666,0.8233333333333334,0.5867533333333333
6.2,0.48666666666666664,5.416666666666667,0.8700000000000001,0.5800000000000001
6.368333333333333,0.4266666666666666,4.88,1.06,0.54
5.611,0.41333333333333333,7.093183333333333,1.0966666666666667,0.6
5.266666666666667,0.43,5.23,0.9633333333333334,0.5
5.433333333333334,0.31,4.36,1.1266666666666667,0.6166666666666667
5.5,0.5066666666666667,6.383333333333333,1.2833333333333332,0.57
6.146,0.42333333333333334,5.609999999999999,1.2833333333333334,0.5866666666666667
5.895333333333333,0.41,5.266666666666667,0.8700000000000001,0.4066666666666667
5.833333333333333,0.5466666666666666,5.976666666666667,1.0266666666666666,0.59
5.5393333333333326,0.48,5.6499999999999995,1.16,0.49666666666666676
4.609,0.29,4.133333333333334,0.9466666666666667,0.4166666666666667
5.111,0.39333333333333337,5.046203333333334,1.5966666666666667,0.5366666666666667
4.723333333333334,0.37000000000000005,5.256666666666667,1.2933333333333332,0.5733333333333334
5.828,0.59,5.3500000000000005,0.89,0.4666666666666666
5.0780666666666665,0.4733333333333334,5.686666666666667,0.8466666666666667,0.5266666666666666
5.242,0.34333333333333327,5.853333333333333,0.7966666666666667,0.51
5.366666666666667,0.41333333333333333,4.983333333333333,1.2299999999999998,0.48666666666666664
5.976999999999999,0.39333333333333337,6.006666666666667,0.9433333333333334,0.6166666666666666
6.158666666666666,0.4033333333333333,6.46,1.4366666666666668,0.5066666666666667
6.208333333333333,0.4966666666666666,6.033333333333334,0.9233333333333333,0.5566666666666666
5.728666666666666,0.38666666666666666,4.156666666666667,0.9033333333333333,0.6699999999999999
5.904723333333333,0.38999999999999996,4.696666666666666,0.9366666666666666,0.5066666666666667
5.588333333333334,0.4633333333333334,5.44,1.2733333333333334,0.48
5.95,0.5066666666666667,5.7366666666666655,1.1766666666666667,0.5533333333333333
6.056666666666666,0.4033333333333333,4.023333333333333,1.0233333333333334,0.61
5.436,0.38666666666666666,4.6899999999999995,0.9366666666666665,0.57
5.521333333333334,0.35000000000000003,5.5200000000000005,1.18,0.5599999999999999
5.429666666666667,0.4066666666666667,5.786666666666666,1.0366666666666668,0.47333333333333333
5.666666666666667,0.5033333333333333,5.326666666666667,0.8533333333333334,0.49
4.821666666666666,0.3,4.913333333333333,1.2133333333333332,0.6466666666666666
5.933333333333334,0.5733333333333334,5.946666666666666,0.8866666666666667,0.4833333333333334
5.400333333333333,0.41999999999999993,4.2,0.9933333333333333,0.4533333333333333
5.37,0.28,5.14,0.6,1.45
5.07,0.27,5.44,0.46,1.34
5.739999999999999,0.31,5.05,0.58,1.41
5.419999999999999,0.28,5.52,0.56,1.29
5.760000000000001,0.34,4.66,0.54,1.46
5.72,0.32,4.64,0.62,1.49
5.77,0.33,5.56,0.53,1.33
5.72,0.3,5.349999999999999,0.43,1.6900000000000002
5.62,0.32,5.57,0.67,1.29
5.81,0.33,5.75,0.64,0.66
4.904,0.46,3.77,0.8000000000000002,0.66
5.455000000000001,0.51,3.69,0.87,0.59
5.235,0.55,3.82,0.82,0.54
5.402,0.44,3.52,0.85,0.73
5.01,0.49,4.02,0.85,0.62
4.355,0.4000000000000001,3.4500000000000006,0.82,0.71
5.218,0.45,3.1199999999999997,1.01,0.87
5.165,0.44,3.47,0.81,0.55
5.259,0.54,3.73,0.94,0.71
4.561,0.33,3.72,1,0.64
4.717,0.4000000000000001,3.75,0.82,0.6999999999999998
5.641000000000001,0.5,3.0400000000000005,1.02,0.87
5.744,0.55,4.01,0.85,0.64
5.436,0.45,3.7000000000000006,1.02,0.7799999999999999
5.512,0.42,3.1300000000000003,0.9499999999999998,0.86
4.69,0.43,3.83,0.98,0.62
4.611,0.3499999999999999,3.93,0.9700000000000001,0.6999999999999998
5.277,0.57,3.1300000000000003,0.81,0.81
5.418,0.57,3.49,0.9700000000000001,0.73
5.452000000000001,0.54,3.6300000000000003,1.11,0.81
4.732,0.44,3.8699999999999997,1.06,0.83
5.298,0.41,3.41,0.86,0.64
5.235,0.49,3.67,0.79,0.58
4.589,0.42,3.61,1.15,0.64
4.966,0.49,3.4500000000000006,0.9700000000000001,0.85
4.966,0.6,3.4500000000000006,0.7799999999999999,0.71
5.112,0.48,3.58,0.84,0.6
5.134,0.63,3.34,0.77,0.58
4.727,0.5,3.5499999999999994,1,0.71
5.235,0.56,2.9,0.7399999999999999,0.69
5.94,0.68,3.69,0.83,0.62
6.032,0.56,3.36,0.83,0.7200000000000001
5.123,0.56,3.6300000000000003,0.79,0.55
4.699,0.57,3.53,0.73,0.59
6.378,0.5,3.4599999999999995,0.9499999999999998,0.7600000000000001
6.992,0.69,3.4,0.69,0.51
5.263,0.54,3.19,0.94,0.81
5.448,0.54,3.17,0.92,0.84
5.527,0.5,3.6199999999999997,0.92,0.79
6.6209999999999996,0.59,3.82,0.77,0.64
5.533,0.5,3.18,1.06,0.7200000000000001
6.437,0.56,3.6199999999999997,0.91,0.69
5.262,0.5,3.32,1.17,0.79
5.84,0.56,3.19,0.9499999999999998,0.75
5.844,0.55,3.59,0.91,0.65
5.905,0.55,3.86,0.8000000000000002,0.6
4.549,0.41,3.51,1.11,0.68
5.303,0.64,3.4500000000000006,0.75,0.66
6.616,0.47,3.73,0.93,0.6999999999999998
5.094,0.55,3.34,0.7200000000000001,0.62
5.601,0.46,3.47,0.98,0.77
4.531,0.41,3.17,1.01,0.7399999999999999
5.73,0.52,3.7099999999999995,1.02,0.67
6.199000000000001,0.64,2.89,0.7200000000000001,0.56
6.383,0.63,2.9599999999999995,0.67,0.51
5.519000000000001,0.6,3.6300000000000003,0.7799999999999999,0.57
6.275000000000001,0.45,3.01,1.08,0.68
5.125,0.46,2.74,0.51,0.55
6.252,0.52,3.5499999999999994,0.96,0.6
5.45,0.51,3.32,1.1,0.81
6.107,0.6,3.1,0.85,0.69
5.143,0.52,3,0.83,0.64
5.702000000000001,0.56,3.34,0.8000000000000002,0.56
5.635000000000001,0.52,3.23,0.9700000000000001,0.7799999999999999
5.691,0.48,3.52,0.9899999999999999,0.82
6.1819999999999995,0.61,3.7000000000000006,0.87,0.62
6.198,0.64,2.98,0.7200000000000001,0.58
6.143,0.49,3.67,0.85,0.73
5.225,0.42,3.2999999999999994,0.9499999999999998,0.81
5.266,0.45,3.28,0.9,0.62
4.606,0.46,3.18,0.94,0.63
5.59,0.65,3.08,0.71,0.56
4.384,0.44,3.14,0.94,0.7399999999999999
6.064,0.47,3.2900000000000005,0.79,0.71
4.736,0.48,3,0.77,0.57
5.62,0.54,2.99,0.8000000000000002,0.55
4.849,0.46,3.28,0.85,0.7399999999999999
5.255,0.55,2.81,0.83,0.6
4.551,0.46,3.5,0.84,0.7600000000000001
5.407,0.53,3.39,0.71,0.66
5.095,0.61,3.1199999999999997,0.77,0.66
4.773,0.52,3.17,0.9499999999999998,0.63
4.899,0.45,2.9500000000000006,1.03,0.67
4.923,0.45,3.34,1.02,0.85
5.855,0.56,2.76,0.82,0.65
3.6779999999999995,0.36000000000000004,2.77,1.17,0.75
6.239,0.64,2.83,0.66,0.47
4.966,0.47,2.83,1.2,0.7600000000000001
5.851,0.54,3.01,0.86,0.61
6.569,0.63,3.33,0.6999999999999998,0.64
4.685,0.42,3.0400000000000005,1.18,0.87
3.885,0.36000000000000004,3.09,1.16,0.6999999999999998
3.971,0.31,3.52,1.03,0.8000000000000002
4.647,0.38999999999999996,3.7999999999999994,0.85,0.71
5.181,0.4000000000000001,3.28,0.8000000000000002,0.65
4.721,0.38000000000000006,3.43,0.89,0.73
4.377,0.3,3.16,1.02,0.7399999999999999
3.769,0.27,3.69,1.1,0.71
5.322,0.45,3.27,0.77,0.59
5.287,0.53,3.36,0.9,0.77
5.304,0.38000000000000006,3.7000000000000006,0.85,0.71
4.498,0.31,3.4500000000000006,0.9,0.77
4.604,0.36999999999999994,2.97,0.91,0.68
4.843,0.32,3.9500000000000006,0.9700000000000001,0.6999999999999998
5.011,0.42,3.93,0.7799999999999999,0.62
5.026,0.38000000000000006,3.42,0.89,0.67
4.935,0.38000000000000006,3.11,0.8000000000000002,0.61
4.101,0.34,3.66,0.96,0.71
3.9659999999999997,0.34,3.07,0.9499999999999998,0.63
5.06,0.36000000000000004,3.3699999999999997,1.01,0.71
5.175,0.46,3.06,0.85,0.68
5.421,0.38999999999999996,3.44,0.87,0.64
5.326,0.44,3.2099999999999995,0.8000000000000002,0.65
5.288,0.43,3.43,0.8000000000000002,0.61
4.681,0.31,3.35,1.12,0.7600000000000001
2.993,0.29,2.9599999999999995,0.7600000000000001,0.56
4.688,0.3499999999999999,3.5400000000000005,0.91,0.79
4.271,0.3,3.23,0.96,0.64
4.611,0.29,3.33,1.08,0.73
4.574,0.32,3.6199999999999997,0.75,0.59
3.708,0.28,3.34,0.9,0.71
4.741,0.34,3.44,0.91,0.66
4.819,0.38999999999999996,3.2000000000000006,0.85,0.7200000000000001
4.91,0.3499999999999999,3.01,1.09,0.85
4.38,0.29,3.25,0.96,0.7200000000000001
4.331,0.3,3.14,1.04,0.66
5.19,0.36999999999999994,3.53,1.04,0.7399999999999999
4.184,0.32,3.6,0.98,0.6999999999999998
5.591,0.36999999999999994,3.1199999999999997,1,0.81
3.571,0.25,2.65,0.56,0.54
4.178,0.3,3.43,0.86,0.69
5.3,0.35333333333333333,4.626666666666666,1.2333333333333334,0.5
4.668,0.36000000000000004,3.2000000000000006,1.05,0.81
5.242,0.48,3.43,0.94,0.67
4.624,0.36999999999999994,3.5400000000000005,0.88,0.64
4.553,0.36999999999999994,3.48,0.9700000000000001,0.7600000000000001
3.885,0.33,3.07,0.91,0.73
3.891,0.3,3.66,0.94,0.63
2.9279999999999995,0.28,2.55,0.61,0.56
5.235,0.32,3.53,0.85,0.7399999999999999
4.362,0.33,3.57,0.81,0.6
4.682,0.32,3.61,0.98,0.75
4.375,0.29,3.41,1.02,0.8000000000000002
3.583,0.29,3.0499999999999994,0.77,0.56
4.191,0.3499999999999999,3.0400000000000005,0.75,0.71
4.18,0.3499999999999999,3.51,0.79,0.6
4.481,0.31,3.2000000000000006,0.86,0.71
4.441,0.29,3.5400000000000005,0.88,0.63
3.416,0.28,2.61,0.9,0.64
4.006,0.33,2.58,0.66,0.64
4.876,0.36000000000000004,3.57,1,0.7600000000000001
4.906,0.29,3.86,1.02,0.6999999999999998
4.539,0.3,3.51,0.93,0.6999999999999998
4.881,0.3499999999999999,3.82,0.9,0.75
4.475,0.38000000000000006,3.84,0.92,0.68
4.944,0.32,3.86,0.9,0.68
4.137,0.33,3.2000000000000006,0.9499999999999998,0.8000000000000002
4.458,0.41,3.0499999999999994,0.96,0.77
4.654,0.34,3.73,0.81,0.71
4.49,0.32,3.65,0.81,0.61
3.3089999999999997,0.27,2.9,0.57,0.51
4.679,0.3,3.72,0.87,0.79
4.51,0.36000000000000004,3.16,0.83,0.71
4.804,0.42,3.7099999999999995,0.84,0.6999999999999998
4.332,0.34,3.4,0.79,0.66
3.9820000000000007,0.31,3.53,0.79,0.57
4.258,0.36000000000000004,3.92,0.86,0.66
4.492,0.3,3.65,0.9,0.81
5.11,0.47,4.26,0.86,0.6999999999999998
5.072,0.46,3.76,0.75,0.6
4.891,0.36999999999999994,3.1,0.7399999999999999,0.64
4.242,0.36999999999999994,3.7000000000000006,0.77,0.57
4.609,0.33,3.94,1.03,0.77
4.818,0.33,4.11,1.03,0.7799999999999999
4.964,0.36000000000000004,4.06,0.86,0.73
4.948,0.3499999999999999,4.05,0.81,0.61
5.403,0.36999999999999994,4.24,0.83,0.7600000000000001
4.746,0.3499999999999999,4.45,0.83,0.63
3.2900000000000005,0.23,2.4,0.59,0.55
5.14,0.36000000000000004,4.43,0.9,0.69
4.247,0.36000000000000004,3.58,0.77,0.75
3.9440000000000004,0.33,2.93,0.54,0.55
4.313,0.34,4.35,0.94,0.77
4.166,0.32,3.7099999999999995,0.9,0.71
3.865,0.4000000000000001,3.22,0.47,0.58
4.757,0.44,3.7999999999999994,0.73,0.51
5.44,0.45,4.1,1.02,0.71
5.355,0.41,3.67,0.84,0.7399999999999999
5.2,0.46,3.84,0.9899999999999999,0.67
4.319,0.36999999999999994,3.49,0.89,0.75
5.184,0.34,3.51,1.12,0.88
5.455000000000001,0.45,3.97,1.01,0.71
5.658,0.49,3.61,0.92,0.7600000000000001
4.659,0.4000000000000001,3.51,0.86,0.57
4.687,0.38000000000000006,3.34,1.06,0.7799999999999999
6.274,0.48,3.15,1.11,0.9899999999999999
5.705000000000001,0.42,3.33,0.9499999999999998,0.8000000000000002
5.817,0.44,3.72,1.18,0.94
5.89,0.4000000000000001,3.4500000000000006,1.16,1.03
5.387,0.43,4.14,1.17,0.73
4.374,0.3499999999999999,3.5499999999999994,1.09,0.6999999999999998
6.184,0.5,3.03,1.02,1.14
6.308,0.57,3.82,0.81,0.81
6.171,0.5,3.8699999999999997,1.42,1.03
5.821000000000001,0.44,3.72,1.25,0.9
5.823,0.5,3.89,0.88,0.67
5.116,0.42,3.4599999999999995,1.02,0.83
3.759,0.38999999999999996,3.59,0.86,0.54
5.023,0.44,3.92,0.92,0.81
5.087,0.43,3.4,0.94,0.91
4.786,0.4000000000000001,3.65,0.87,0.62
4.683,0.44,3.49,0.6999999999999998,0.55
4.852,0.46,3.8800000000000003,1.03,0.7799999999999999
5.3790000000000004,0.43,3.18,0.98,0.91
5.704,0.52,3.59,0.84,0.7600000000000001
4.956,0.41,4.09,1.03,0.79
5.288,0.5,3.43,0.8000000000000002,0.58
4.714,0.41,3.43,0.96,0.79
6.37,0.53,3.6300000000000003,0.9700000000000001,0.89
5.649,0.53,3.7900000000000005,0.7399999999999999,0.67
6.546,0.61,3.73,0.89,0.96
6.034,0.55,3.57,0.77,0.7600000000000001
5.056,0.41,3.74,0.96,0.88
4.722,0.41,3.75,0.98,0.86
6.075,0.51,3.3800000000000003,1.12,0.88
6.085,0.52,3.53,0.92,0.86
5.98,0.51,3.34,1.21,0.93
5.566,0.49,2.9500000000000006,0.89,0.7399999999999999
5.313,0.42,3.72,0.98,0.83
4.791,0.49,4.23,0.75,0.57
4.016,0.41,3.43,0.69,0.57
4.996,0.38000000000000006,3.94,1.14,0.94
4.678,0.41,3.74,0.69,0.71
4.54,0.36999999999999994,3.76,0.9499999999999998,0.89
4.982,0.45,4.15,0.81,0.69
3.727,0.34,3.1,0.6999999999999998,0.52
5.334,0.51,3.76,0.7200000000000001,0.62
4.444,0.36999999999999994,3.72,1.31,0.7200000000000001
4.712,0.38000000000000006,3.72,1.2,0.66
5.809,0.49,4.44,1.14,0.84
4.863,0.49,3.9599999999999995,0.9,0.63
4.788,0.34,3.44,1.13,0.94
5.997,0.56,3.85,0.83,0.62
5.882000000000001,0.54,3.53,0.91,0.7799999999999999
5.147,0.36000000000000004,3.82,1.1,0.96
4.793,0.36000000000000004,3.67,1.3,0.89
5.177,0.41,4.15,1.33,0.82
6.041999999999999,0.55,2.93,0.8000000000000002,0.7600000000000001
6.458000000000001,0.61,3.27,0.81,0.9
5.797999999999999,0.41,3.52,1.27,1.16
4.54,0.36000000000000004,3.77,1.26,0.7600000000000001
5.611,0.48,4,0.75,0.7799999999999999
4.869,0.46,3.51,0.63,0.67
3.8029999999999995,0.38000000000000006,3.43,0.7600000000000001,0.55
4.586,0.43,3.34,0.8000000000000002,0.55
4.68,0.38000000000000006,3.6,1,0.66
4.9,0.44,3.26,0.7200000000000001,0.6
4.06,0.32,3.53,0.91,0.7799999999999999
4.218,0.36000000000000004,3.49,1.06,0.7200000000000001
4.868,0.4000000000000001,3.66,0.9499999999999998,0.59
4.506,0.42,3.44,0.52,0.61
4.491,0.38000000000000006,3.44,1.15,0.65
5.112,0.45,3.81,0.75,0.71
4.553,0.36999999999999994,3.56,0.92,0.82
6.050999999999999,0.46,3.11,0.83,0.88
5.566,0.49,3.28,0.89,0.56
5.552,0.49,3.48,0.83,0.55
5.393,0.43,3.35,0.71,0.69
5.155,0.44,3.36,0.83,0.63
5.022,0.46,3.61,0.9,0.62
5.858999999999999,0.51,3.2000000000000006,0.79,0.56
5.328,0.43,3.39,0.9,0.62
4.713,0.44,3.61,0.9700000000000001,0.6
5.833000000000001,0.43,2.9599999999999995,0.87,0.89
4.972,0.41,3.36,0.82,0.64
4.751,0.44,3.8800000000000003,0.94,0.59
6,0.47666666666666674,6.140000000000001,0.94,0.5366666666666666
4.598,0.45,4.6066666666666665,1.0066666666666666,0.6066666666666666
3.9659999999999997,0.27,3.2000000000000006,0.98,0.71
5.532,0.3766666666666667,4.766666666666667,0.914,0.4166666666666667
4.499,0.34,3.86,0.88,0.73
3.4790000000000005,0.27,2.91,0.9700000000000001,0.58
5.289,0.4000000000000001,4.09,1.04,0.81
5.28,0.49,3.57,0.5,0.59
4.971,0.45,3.41,0.65,0.62
4.9976666666666665,0.43333333333333335,5.296666666666667,1.3099999999999998,0.5599999999999999
4.475,0.36000000000000004,3.6,1.13,0.73
5.55,0.46,3.01,0.68,0.68
5.179,0.32,3.74,1.08,0.94
5.497,0.42,3.42,0.86,0.71
4.52,0.31,3.59,0.96,0.7600000000000001
5.223,0.46,3.35,0.68,0.61
4.113,0.34,3.97,0.9899999999999999,0.64
4.862666666666667,0.3266666666666667,4.576666666666667,0.9733333333333333,0.5866666666666666
5.81,0.37333333333333335,5.419999999999999,1.5366666666666664,0.6133333333333333
5.711000000000001,0.42,3.41,0.92,0.8000000000000002
5.038,0.36999999999999994,3.23,0.88,0.7799999999999999
5.291,0.44,3.44,0.68,0.62
5.168,0.38999999999999996,3.74,1,0.69
3.454,0.31,3.2900000000000005,0.81,0.51
3.753,0.23,3.15,0.8000000000000002,0.58
5.11,0.38000000000000006,3.75,0.75,0.68
4.9,0.38999999999999996,3.49,0.69,0.55
4.224,0.28,3.72,0.91,0.62
4.593,0.36000000000000004,3.59,0.7399999999999999,0.54
5.385000000000001,0.4000000000000001,3.41,0.64,0.6
4.811,0.29,3.47,0.75,0.62
4.855,0.4000000000000001,3.14,0.61,0.56
4.3,0.29,3.43,0.63,0.52
5.367999999999999,0.43,3.5499999999999994,0.75,0.65
5.778,0.47,3.69,0.79,0.7200000000000001
5.441,0.41,3.72,0.81,0.68
5.016,0.32,4.02,1,0.84
4.683,0.26,3.8800000000000003,0.96,0.67
5.31,0.4000000000000001,3.34,0.59,0.54
5.026,0.41,3.44,0.73,0.55
5.853333333333333,0.48666666666666664,5.580000000000001,1.0799999999999998,0.62
5.36,0.43,3.52,0.79,0.64
5.605999999999999,0.43,3.73,0.63,0.63
5.086,0.34,3.91,1.06,0.8000000000000002
5.298,0.43,3.5499999999999994,0.73,0.58
5.464000000000001,0.42,3.61,0.77,0.56
3.445,0.27,2.99,0.77,0.48
4.196,0.29,3.36,0.65,0.49
4.168,0.3,3.2900000000000005,0.69,0.47
4.398,0.24,3.6199999999999997,1.01,0.71
4.63,0.3,3.5,0.81,0.59
4.194,0.28,3.58,0.93,0.68
4.401,0.25,3.4599999999999995,0.9499999999999998,0.7399999999999999
5.021,0.32,3.61,0.6999999999999998,0.58
4.67,0.34,3.23,0.66,0.58
4.239,0.24,3.47,0.9700000000000001,0.67
4.563,0.29,3.44,0.93,0.68
4.552,0.29,3.4500000000000006,0.94,0.67
5.3709999999999996,0.3499999999999999,3.08,0.7600000000000001,0.63
4.704,0.28,3.4,0.83,0.63
4.973,0.3499999999999999,3.33,0.67,0.52
4.487,0.31,3.4599999999999995,0.75,0.56
4.577,0.34,3.26,0.84,0.48
5.617,0.36999999999999994,3.06,0.6999999999999998,0.7399999999999999
4.804,0.27,3.5400000000000005,0.8000000000000002,0.86
5.152,0.3499999999999999,2.98,0.68,0.58
5.405,0.4000000000000001,3.41,0.7200000000000001,0.66
4.545,0.26,3.0400000000000005,0.96,0.63
5.161,0.43,3.27,0.73,0.52
3.687,0.29,3.24,0.66,0.48
4.378,0.26,3.57,0.93,0.73
4.808,0.3499999999999999,3.5499999999999994,0.6,0.52
4.099,0.26,3.53,1.01,0.64
4.076,0.25,3.65,0.84,0.6
4.359,0.29,3.72,0.9499999999999998,0.63
4.618,0.23,3.64,0.96,0.7600000000000001
5.089,0.28,4.17,1,0.81
4.861,0.3,3.85,0.89,0.6
