NoEssai,NoBloc,NoTraitement,clr_N,clr_P,clr_K,clr_Mg,clr_Ca,clr_Fv,Cultivar,Maturity5,RendVendable,yieldCutoff,yieldClass,ionomicGroup
51,1,9,0.7516367101496235,-1.8879188342064892,0.6571563370479634,-1.6601349033357775,-1.2796710974330305,3.4189317877777086,AC Belmont,early,30.15441,29.8710452,HY,1
51,1,10,0.7361301171014576,-2.0282654101728492,0.6834816528106868,-1.6228003020646846,-1.229757713955077,3.4612116562804665,AC Belmont,early,24.31143,29.8710452,LY,1
51,2,1,0.5401556360036497,-1.998743044257945,0.7035764821352806,-1.5837991921952366,-1.1973822790577664,3.5361923973720226,AC Belmont,early,29.80263,29.8710452,LY,1
51,2,2,0.6095939456652237,-2.0058271629884428,0.6636507633275279,-1.591393384897517,-1.1394082611544598,3.463384100047667,AC Belmont,early,30.06432,29.8710452,HY,1
51,2,3,0.6744308830136418,-1.9860126638212363,0.63789286077342,-1.5631558130012029,-1.2168795762833686,3.4537243093187495,AC Belmont,early,27.81207,29.8710452,LY,1
51,2,4,0.7227429027884842,-1.9587921926579703,0.6157266158197165,-1.587228636225488,-1.2168548479285937,3.4244061582038516,AC Belmont,early,28.90602,29.8710452,LY,1
51,2,5,0.7097651097214106,-2.0405282977231476,0.6749020106766852,-1.5636042256328384,-1.2295980815068184,3.449063484464704,AC Belmont,early,25.98453,29.8710452,LY,1
51,2,6,0.6815468153141597,-1.944050368242682,0.674654732523678,-1.6563682957909012,-1.2255853796984462,3.469802495894191,AC Belmont,early,28.50705,29.8710452,LY,1
51,2,7,0.6929441861140715,-1.9891874259704592,0.4472668404315949,-1.592772153382212,-1.0462284470141423,3.4879769998211483,AC Belmont,early,31.11966,29.8710452,HY,1
51,2,8,0.8033073461471112,-1.9316934755165658,0.6610097447271417,-1.6379323569884026,-1.3145322019345427,3.419840943565257,AC Belmont,early,31.96908,29.8710452,HY,1
51,2,9,0.7363479421913426,-1.9727017592439506,0.5205036933587444,-1.567236651135787,-1.128981720204631,3.4120684950342848,AC Belmont,early,29.63961,29.8710452,LY,1
51,2,10,0.7341838470191351,-2.0606925287386266,0.730658469956678,-1.64517708477696,-1.280533971189051,3.521561267728829,AC Belmont,early,22.93434,29.8710452,LY,1
52,1,1,0.5250132240084682,-1.8860185266952718,0.4478890374278146,-1.6448564698783836,-0.8580238052411162,3.415996540378489,Yukon Gold,mid-season,29.97423,30.659018009,LY,5
52,1,2,0.5992568939502574,-1.899888980452225,0.3477240892968072,-1.5667445339236874,-0.9074989050394233,3.4271514361682707,Yukon Gold,mid-season,26.591565,30.659018009,LY,5
52,1,3,0.602579400832906,-1.8838412537863092,0.29811585141912156,-1.5571570235312593,-0.8805391449225248,3.4208421699880662,Yukon Gold,mid-season,31.693662,30.659018009,HY,5
52,1,4,0.6008370162423344,-1.8749703896905516,0.31498142831658793,-1.52922451628401,-0.8914274308072296,3.3798038922228693,Yukon Gold,mid-season,32.353035,30.659018009,HY,5
52,1,5,0.651111179717192,-1.9825308165487132,0.2802480260449127,-1.506448141226596,-0.828568432797439,3.3861881848106443,Yukon Gold,mid-season,30.44184,30.659018009,LY,5
52,1,6,0.6445848036343653,-1.8716443172826764,0.3281023294862533,-1.595390940654518,-0.9373350799058429,3.4316832047224213,Yukon Gold,mid-season,32.185296,30.659018009,HY,5
52,1,7,0.6524360076662918,-1.8710774189004415,0.4272432753071467,-1.6268804583883996,-0.9337332778284542,3.3520118721438577,Yukon Gold,mid-season,26.27196,30.659018009,LY,5
52,1,8,0.6422722854804639,-1.8087328126318556,0.3362233361586071,-1.5855892613176459,-0.9885859413106028,3.4044123936210338,Yukon Gold,mid-season,22.72842,30.659018009,LY,5
52,1,9,0.6311095613605078,-1.8830984288731059,0.2755113123353339,-1.572943500569267,-0.871497517194626,3.420918572941158,Yukon Gold,mid-season,28.196025,30.659018009,LY,5
52,1,10,0.5993304908628443,-1.8614231734371591,0.44116191955688633,-1.6382796221229494,-0.9821737132433537,3.4413840983837294,Yukon Gold,mid-season,28.444845,30.659018009,LY,5
52,2,1,0.5196291438236398,-1.8792986535889198,0.39563490807461577,-1.55261442333387,-0.9098980964008168,3.4265471214253527,Yukon Gold,mid-season,29.54523,30.659018009,LY,5
52,2,2,0.6192144759766753,-1.9264124390690838,0.3688286796692033,-1.562447061867672,-0.9486366235442483,3.4494529688351285,Yukon Gold,mid-season,30.838665,30.659018009,HY,5
52,2,3,0.5765297297542507,-1.7411334234938929,0.40794180994474427,-1.6148396981696003,-1.0195483076134133,3.3910498895779155,Yukon Gold,mid-season,24.92114625,30.659018009,LY,5
52,2,4,0.6610523063671936,-1.8963511698912252,0.37389854245988374,-1.5861962415873863,-0.9531529850971459,3.400749547748682,Yukon Gold,mid-season,29.0433,30.659018009,LY,5
52,2,5,0.6544691820303559,-1.7934276421237434,0.3698953835367944,-1.5623159211603572,-1.0420115534398229,3.373390551156772,Yukon Gold,mid-season,28.882425,30.659018009,LY,5
52,2,6,0.7127681520024352,-1.8976358094979018,0.3584292678612506,-1.570951579242852,-0.9996942162919433,3.397084185169009,Yukon Gold,mid-season,23.30328,30.659018009,LY,5
52,2,7,0.7177055362168137,-1.9038526335319532,0.4406966585611247,-1.5639848079096015,-1.1306627452984714,3.4400979919620895,Yukon Gold,mid-season,28.581696,30.659018009,LY,5
52,2,8,0.6563561756018479,-1.9028072447926445,0.3814287095332043,-1.5598624936658143,-0.9684980074158109,3.393382860739218,Yukon Gold,mid-season,24.55596,30.659018009,LY,5
52,2,9,0.7104718334124245,-1.9542124898337927,0.5626968910403813,-1.6604513713056295,-1.0626143705500088,3.404109507236622,Yukon Gold,mid-season,28.8717,30.659018009,LY,5
52,2,10,0.5929761633490469,-1.9275295629120763,0.4912869750469335,-1.62828666805922,-0.9180450541399741,3.3895981467152905,Yukon Gold,mid-season,26.82108,30.659018009,LY,5
53,1,1,0.6198268147391937,-1.8204476810280386,0.705280963280217,-1.751454809541087,-1.2814511802953512,3.5282458928450655,Argos,late,45.6456,45.0684234,HY,2
53,1,2,0.7297274593997662,-1.9341966836598883,0.6831991491741904,-1.7110531323456786,-1.2163568905095716,3.4486800979411836,Argos,late,37.32729,45.0684234,LY,2
53,1,3,0.7422888566947639,-1.8276646813513486,0.6184559434014951,-1.7442830724122973,-1.2019587815869364,3.4131617352543233,Argos,late,42.657615,45.0684234,LY,2
53,1,4,0.7616988600315433,-1.6888271961554469,0.5001328713308788,-1.7075193291675999,-1.2589706349231231,3.3934854288837513,Argos,late,43.36332,45.0684234,LY,2
53,1,5,0.7667636089462522,-1.856801665270639,0.47365232673219904,-1.6781098765272628,-1.0903232116251442,3.3848188177445944,Argos,late,56.30625,45.0684234,HY,2
53,1,6,0.8082064649513727,-1.7470429073917932,0.4545295028805292,-1.7276248215346923,-1.1790588697858544,3.3909906308804394,Argos,late,42.70266,45.0684234,LY,2
53,1,7,0.8188867187061581,-1.7540190679392809,0.4017601012215466,-1.6979296012882368,-1.1305518080173251,3.3618536573171385,Argos,late,58.37832,45.0684234,HY,2
53,1,8,0.841009722010361,-1.646816637880974,0.39235100466092154,-1.6825347204830532,-1.283148658451271,3.3791392901440145,Argos,late,43.18314,45.0684234,LY,2
53,1,9,0.849935573877572,-1.7754573935436282,0.3716427966100224,-1.662128708236625,-1.1656918219227341,3.381699553215394,Argos,late,42.087045,45.0684234,LY,2
53,1,10,0.7627723507466282,-1.6334686619557157,0.5877091564029961,-1.8121604506990918,-1.3367367539840176,3.4318843594892003,Argos,late,50.33028,45.0684234,HY,2
53,2,1,0.6677967817357473,-1.766790757862546,0.7756857437469322,-1.7022522367249748,-1.4791086854107651,3.504669154515608,Argos,late,45.97593,45.0684234,HY,2
53,2,2,0.6870853900402718,-1.8578574731917876,0.6415271957768653,-1.6549166291950974,-1.3570821852792991,3.5412437018490475,Argos,late,42.19215,45.0684234,LY,2
53,2,3,0.7426582244307061,-1.7926606498985937,0.534617055685823,-1.6065583702647337,-1.38719554179043,3.5091392818372262,Argos,late,41.936895,45.0684234,LY,2
53,2,4,0.8270598983364845,-1.7694642470644175,0.6866634381735395,-1.6493199352223544,-1.5420744048687562,3.447135250645506,Argos,late,39.18915,45.0684234,LY,2
53,2,5,0.8683024632889418,-1.7272567967386498,0.5753282962553956,-1.7070540894211303,-1.4601940114896053,3.4508741381050445,Argos,late,32.177145,45.0684234,LY,2
53,2,6,0.8416285506964014,-1.7243971503763906,0.5701557709203904,-1.6110684650693874,-1.5092857707594454,3.432967064588431,Argos,late,45.474429,45.0684234,HY,2
53,2,7,0.840299574224002,-1.8237533064874283,0.36862864637300286,-1.5748572590708037,-1.233554095179925,3.4232364401411517,Argos,late,49.234185,45.0684234,HY,2
53,2,8,0.812500732967024,-1.7387712258119161,0.5488082265642595,-1.618626913969853,-1.4945742652998741,3.4906634455503585,Argos,late,36.9369,45.0684234,LY,2
53,2,9,0.825311533612612,-1.8056584703185012,0.4241271230670307,-1.6127548041940094,-1.2490868247643063,3.4180614425971707,Argos,late,44.849805,45.0684234,LY,2
53,2,10,0.7903449632901367,-1.7708406116119235,0.7778775509210303,-1.681893125595428,-1.6608397163975956,3.545350939393781,Argos,late,37.20717,45.0684234,LY,2
54,1,1,0.7850894595202189,-1.8924216140173198,0.2043114247725768,-1.448929110319917,-1.0789107512074998,3.4308605912519403,AC Belmont,early,25.00801875,29.8710452,LY,1
54,1,2,0.7033280373443809,-1.9982145486010916,0.6971428257026999,-1.6773068285209893,-1.1902918534487172,3.465342367523718,AC Belmont,early,30.38124375,29.8710452,HY,1
54,1,3,0.7133586550935704,-1.9797658957919642,0.7171110047121205,-1.734643437758979,-1.232551493961743,3.516491167706992,AC Belmont,early,22.129965,29.8710452,LY,1
54,1,4,0.7150630907850895,-2.0013729036933947,0.6395623607460643,-1.6136073726846307,-1.1730509447651967,3.4334057696120706,AC Belmont,early,27.80402625,29.8710452,LY,1
54,1,5,0.6952317497418927,-2.020933582579308,0.6532150668472205,-1.6154684744711436,-1.1856119132388199,3.473567153700155,AC Belmont,early,31.6119375,29.8710452,HY,1
54,1,6,0.619648073227236,-2.06699821921182,0.6870370951322129,-1.6230668302758602,-1.104722374095842,3.488102255224074,AC Belmont,early,32.16213,29.8710452,HY,1
54,1,7,0.7011739211752612,-1.9991542338330386,0.4487514595399933,-1.4580232605717192,-1.1088389883621441,3.4160911020516482,AC Belmont,early,30.57107625,29.8710452,HY,1
54,1,8,0.7732355874648276,-1.9911599398094793,0.43413430717700585,-1.5493271875304395,-1.18022972359315,3.513346956291236,AC Belmont,early,31.4124525,29.8710452,HY,1
54,1,9,0.7157577664525703,-2.0845677107588103,0.6066753720270182,-1.6184779808342111,-1.1558544588860982,3.536467011999528,AC Belmont,early,26.8178625,29.8710452,LY,1
54,1,10,0.6896809261729087,-2.19168987086428,0.711148655797015,-1.582625807514876,-1.0718001837488855,3.4452862801581143,AC Belmont,early,30.89282625,29.8710452,HY,1
54,2,1,0.678708495984806,-1.9739773466319894,0.5889456676843148,-1.5340260624526554,-1.229536871684493,3.4698861171000166,AC Belmont,early,26.3738475,29.8710452,LY,1
54,2,2,0.7079077289981033,-2.025160235079395,0.7202774980944358,-1.6886879984581813,-1.2110604441017867,3.4967234505468228,AC Belmont,early,28.30113,29.8710452,LY,1
54,2,3,0.6590341427075583,-2.1772106549774843,0.7466444070454687,-1.622213812898356,-1.0679030771926268,3.4616489953154383,AC Belmont,early,31.55724,29.8710452,HY,1
54,2,4,0.6676428698844741,-2.020562597771947,0.5321666483548144,-1.4837614876026959,-1.1148539752283289,3.419368542363686,AC Belmont,early,30.3635475,29.8710452,HY,1
54,2,5,0.7470708415678491,-2.056289539338686,0.6416082902995064,-1.6407740953770196,-1.222063760518835,3.5304482633671843,AC Belmont,early,24.3468225,29.8710452,LY,1
54,2,6,0.7081834283542086,-1.9855302600713478,0.39501637439241044,-1.46931378767048,-1.1421008764620644,3.4937451214572754,AC Belmont,early,32.31657,29.8710452,HY,1
54,2,7,0.6923000592337347,-2.1416260432275673,0.5103346912235995,-1.4792505213343756,-1.0230130878527874,3.4412549019574,AC Belmont,early,25.04502,29.8710452,LY,1
54,2,8,0.6732276557109196,-2.018839640684461,0.3260798161361458,-1.395651048731425,-1.0447900746581125,3.4599732922269326,AC Belmont,early,29.54469375,29.8710452,LY,1
54,2,9,0.7124396795737589,-1.93783272086164,0.6471573874833432,-1.6835985824773987,-1.2446855403016945,3.506519776583633,AC Belmont,early,32.48870625,29.8710452,HY,1
54,2,10,0.6795170778877777,-2.16053556981868,0.7353763684531001,-1.629907318756509,-1.1428923436842369,3.51844178591855,AC Belmont,early,27.33856125,29.8710452,LY,1
55,1,1,0.7213027299812302,-2.0128792334688077,0.5586418891559641,-1.5077842844118017,-1.2777678538098298,3.518486752553243,Superior,early mid-season,68.1756075,32.6,HY,1
55,1,2,0.6929967877587635,-2.0635549355712013,0.6585376226540478,-1.608818778456254,-1.2033536703480894,3.524192973962734,Superior,early mid-season,44.6621175,32.6,HY,1
55,1,3,0.6935967350844408,-2.1071339285182216,0.6881128176141442,-1.5963083047522302,-1.2598360681310181,3.581568748702886,Superior,early mid-season,50.27022,32.6,HY,1
55,1,4,0.6895813632963907,-2.071961731502158,0.6949289696229859,-1.5611361077361665,-1.2644041997644684,3.512991706083418,Superior,early mid-season,51.486435,32.6,HY,1
55,1,5,0.6816821549158321,-2.108715787535131,0.6158637155182891,-1.5314004225003077,-1.1677324430706046,3.510302782671919,Superior,early mid-season,49.234185,32.6,HY,1
55,1,6,0.7185692427952421,-1.995757515740895,0.5882400366913361,-1.5539247634618554,-1.261788340660695,3.504661340376867,Superior,early mid-season,47.8603125,32.6,HY,1
55,1,7,0.6519520586591052,-2.1698107786091154,0.5946807333980466,-1.429410713198625,-1.1264611686160548,3.479049868366644,Superior,early mid-season,46.5089625,32.6,HY,1
55,1,8,0.6944313352047273,-2.0113941708753718,0.5098801230835037,-1.4840392451581703,-1.2004639546590425,3.4915859124043536,Superior,early mid-season,53.017965,32.6,HY,1
55,1,9,0.6197402996350729,-1.997864062028873,0.6533638032066413,-1.601968404936859,-1.209406701664602,3.53613506578862,Superior,early mid-season,43.51347,32.6,HY,1
55,1,10,0.5876130850160597,-2.14801044299025,0.6582781976953731,-1.4388629210838637,-1.163157039678798,3.5041391210414803,Superior,early mid-season,45.0224775,32.6,HY,1
55,2,1,0.7457847467701346,-2.0614249652573533,0.4847003069585485,-1.4470586625505217,-1.2538674335196638,3.5318660075988593,Superior,early mid-season,55.810755,32.6,HY,1
55,2,2,0.7000476155514361,-2.0787716564389807,0.7452080116702895,-1.5932638406572806,-1.310401054641448,3.537180924515983,Superior,early mid-season,54.9549,32.6,HY,1
55,2,3,0.6593575607232451,-2.051042817723918,0.6530781052384023,-1.5343520745055295,-1.2335979204863956,3.506557146754201,Superior,early mid-season,54.7071525,32.6,HY,1
55,2,4,0.7291636883600727,-2.0500319479554503,0.6680685890002618,-1.614713876697604,-1.2698733904058748,3.537386937698594,Superior,early mid-season,46.9143675,32.6,HY,1
55,2,5,0.7340141285833517,-1.939575184574283,0.6720831708528618,-1.6384700917903605,-1.3608383551920817,3.5327863321205104,Superior,early mid-season,48.5359875,32.6,HY,1
55,2,6,0.7544958063095639,-2.0633425937776235,0.7170282689042122,-1.6372581984667236,-1.3243858771863848,3.553462594216956,Superior,early mid-season,52.88283,32.6,HY,1
55,2,7,0.7128195514039355,-2.0272381529038186,0.7027909549171669,-1.6319254162596715,-1.3190530949793327,3.562606157821718,Superior,early mid-season,51.89184,32.6,HY,1
55,2,8,0.6956419274658772,-2.005719285485537,0.5275484359958851,-1.4735024717382283,-1.2099179508655076,3.4659493446275107,Superior,early mid-season,54.0314775,32.6,HY,1
55,2,9,0.6951617294942669,-2.0557084687908707,0.6097821178925429,-1.5324603250263231,-1.287337866993338,3.5705628134237206,Superior,early mid-season,51.1936425,32.6,HY,1
55,2,10,0.6906310699312508,-2.0457636041801015,0.7800696325784919,-1.66135190526977,-1.3371122370841917,3.573527044024319,Superior,early mid-season,46.0134675,32.6,HY,1
56,1,1,0.7163241723670324,-2.2011891263267147,0.854607387969927,-2.067657733702192,-1.1681741201444176,3.8660894198363667,AC Belmont,early,19.86985,29.8710452,LY,1
56,1,2,0.8107012485507901,-2.107539408354167,0.8066998309486411,-1.984937086261835,-1.3928860225732582,3.8679614376898273,AC Belmont,early,21.75173,29.8710452,LY,1
56,1,3,0.8647484646505306,-2.121372550993347,0.7270695137646936,-1.998770228901015,-1.3250411341981705,3.8533659356773082,AC Belmont,early,21.08106,29.8710452,LY,1
56,1,4,0.9616370407461745,-2.1588107052398446,0.6744026388163715,-1.96210041099379,-1.3240130076168728,3.8088844442879592,AC Belmont,early,24.47445,29.8710452,LY,1
56,1,5,0.8683843674561111,-2.0871507163464664,0.748412805054703,-2.0101896752103383,-1.317042494650393,3.7975857136963835,AC Belmont,early,23.07305,29.8710452,LY,1
57,1,1,0.8613888526864755,-1.8389651417812636,0.4834225785089612,-1.8142725291908923,-1.251178476879145,3.559604716655864,Estima,mid-season,32.93433,54.849089601,LY,1
57,1,2,0.9140269302210444,-1.938552523289549,0.4812148243274903,-1.7428079461634534,-1.2454053427296037,3.5315240576340723,Estima,mid-season,33.01155,54.849089601,LY,1
57,1,3,0.9402838570963219,-1.9698610864567105,0.39557191019699944,-1.6889587009903075,-1.174059751836681,3.4970237719903783,Estima,mid-season,39.69537,54.849089601,LY,1
57,1,4,0.9610807384771989,-1.9169646486440777,0.4573446251484139,-1.7963366608554625,-1.1984996600998419,3.493375605973771,Estima,mid-season,35.60271,54.849089601,LY,1
57,1,5,1.0091491035308895,-1.9357409017275393,0.41699397495197843,-1.827527317087306,-1.2569824586196927,3.594107598951671,Estima,mid-season,30.96522,54.849089601,LY,1
58,1,1,0.8062839567592737,-1.9868511637295319,0.6971014857936173,-1.917858292242581,-1.38723004118041,3.7885540545996363,Goldrush,mid-season,24.56883,41.330528837,LY,2
58,1,2,0.8653038047686001,-2.0350182839807323,0.5983083709255408,-1.8865982788624596,-1.4037465071388748,3.861750894287925,Goldrush,mid-season,28.51992,41.330528837,LY,2
58,1,3,0.9523000512702082,-1.9373051293557615,0.5504709628601918,-1.870613754857089,-1.4979384695719156,3.803086339654361,Goldrush,mid-season,25.41825,41.330528837,LY,2
58,1,4,0.9987519497938941,-2.072159150915312,0.5333754866613036,-1.8337481274703138,-1.3984300562124674,3.7722098981428984,Goldrush,mid-season,29.16342,41.330528837,LY,2
58,1,5,1.0004883022194235,-2.0614061735882356,0.6141208358084143,-1.9480774882812324,-1.4301343967463782,3.8250089205880045,Goldrush,mid-season,27.70911,41.330528837,LY,2
59,1,1,0.8650031131899829,-1.9600455021081924,0.5980933863508171,-1.8228443805947077,-1.2817134073333882,3.6015067904954914,Kanona,mid-season,20.32173,20.55339,LY,2
59,1,2,0.8888899736194094,-1.9609661153830338,0.5880193910894889,-1.8764087273549714,-1.2388313979498369,3.599296875978942,Kanona,mid-season,20.70783,20.55339,HY,2
59,1,3,0.9364216510249399,-2.019703167934272,0.6217322840859545,-1.865552488107014,-1.3433631056907074,3.6704648266210955,Kanona,mid-season,21.20976,20.55339,HY,2
59,1,4,0.9907929798279773,-2.0820717879272856,0.6599622659905231,-1.9121727511318878,-1.3705754686991436,3.714064761939817,Kanona,mid-season,19.70397,20.55339,LY,2
59,1,5,0.859902058420317,-2.0496396155835677,0.6256207626956516,-1.8460406603423283,-1.193167378920323,3.6033248337302513,Kanona,mid-season,17.42598,20.55339,LY,2
60,1,1,0.93226453168521894,-1.8426651982565354,0.6370195075503129,-1.9761965908810581,-1.5472009853626996,3.7967787352647604,Nordonna,mid-season,26.70525,31.640963640000002,LY,1
60,1,2,0.8917605470478343,-1.7925875417475878,0.5954311075548713,-1.8771449297756502,-1.5116851562811848,3.6942259732017164,Nordonna,mid-season,26.19045,31.640963640000002,LY,1
60,1,3,1.0103791940332556,-1.8208714408551123,0.5797748653151484,-1.9500831723351184,-1.6038069356172842,3.784607489459111,Nordonna,mid-season,26.22906,31.640963640000002,LY,1
60,1,4,0.9738126428664802,-1.8336949705265018,0.6173101275858177,-1.9233071292161878,-1.5388954303058564,3.70477475959625,Nordonna,mid-season,28.0566,31.640963640000002,LY,1
60,1,5,0.9415830506064786,-1.900232890658724,0.6671174283403505,-1.964771411796296,-1.474148495347824,3.730452318856019,Nordonna,mid-season,22.62546,31.640963640000002,LY,1
61,1,1,0.8716684232193157,-1.8861052132353247,0.591421329255053,-1.8571176763620731,-1.405132552619015,3.685265689742042,Pike,mid-season,39.225186,39.983704574,LY,2
61,1,2,0.879491587080004,-1.9485614064169021,0.6067260401328971,-1.8307783707605192,-1.3889456184814795,3.6820677684459975,Pike,mid-season,40.558518,39.983704574,HY,2
61,1,3,0.9489597804353651,-2.012395204041013,0.6291221514151082,-1.8533305094113253,-1.4284473154460597,3.716091097047927,Pike,mid-season,44.900856,39.983704574,HY,2
61,1,4,0.9994814868079267,-1.9536312005140029,0.551190758974939,-1.8869398260153303,-1.4922856340113815,3.782184414757852,Pike,mid-season,41.207166,39.983704574,HY,2
61,1,5,0.9445311969531982,-1.8895730157588195,0.577498766393147,-1.8895730157588195,-1.4542549445009731,3.7113710126722657,Pike,mid-season,41.873832,39.983704574,HY,2
62,1,1,0.789126927919007,-2.0331019372919106,0.6938167481146822,-1.754388534822891,-1.4334808147427887,3.7380276108239,Reba,mid-season,24.49161,42.9183888,LY,1
62,1,2,0.8697727466165719,-2.111973284962679,0.5936047269941418,-1.6942380842627003,-1.3473671404205891,3.690201036035255,Reba,mid-season,27.36162,42.9183888,LY,1
62,1,3,0.9690366165991637,-2.084964565078803,0.6006127801713483,-1.7698835184389083,-1.4295577125017052,3.7147563992489054,Reba,mid-season,28.45557,42.9183888,LY,1
62,1,4,0.9668480490537275,-2.1034418310030447,0.5617266426158998,-1.7103992428934371,-1.4102946504430993,3.6955610326699557,Reba,mid-season,31.10679,42.9183888,LY,1
62,1,5,0.9933878224409094,-2.078506961503273,0.5872834303090548,-1.75692333737581,-1.3853597809433276,3.640118827072444,Reba,mid-season,26.57655,42.9183888,LY,1
63,1,1,0.760184689721656,-2.082163276932978,0.6151629608062561,-1.8998417201390239,-1.2066945395790785,3.813351886123165,Russet Burbank,late,34.7972625,32.5,HY,1
63,1,2,0.8519575827606074,-2.0564136023121677,0.5935727978352814,-1.9472143103471757,-1.2369726964279297,3.795070228491385,Russet Burbank,late,40.99095,32.5,HY,1
63,1,3,0.9420048496506719,-2.0317638427376057,0.48704435872607643,-1.9025521112575996,-1.1943670533331137,3.6996337989515693,Russet Burbank,late,44.59455,32.5,HY,1
63,1,4,0.8970257983195906,-2.029356397099607,0.49637224720864825,-1.819635866117538,-1.2110460735856559,3.6666402912745593,Russet Burbank,late,47.0044575,32.5,HY,1
63,1,5,0.951374241098498,-1.9599239764801637,0.4668750425005559,-1.8974036194988302,-1.2667767959202183,3.705855108300159,Russet Burbank,late,41.0134725,32.5,HY,1
64,1,1,0.6729378387567344,-2.181762455497291,0.6192642020630243,-1.7021893752354047,-1.0704111410517512,3.662160930964689,Shepody,mid-season,24.51735,29.5,LY,1
64,1,2,0.7136867339948649,-2.2287259020263432,0.5652667288765918,-1.6156214291399342,-1.0441711835575083,3.609565051852327,Shepody,mid-season,28.86741,29.5,LY,1
64,1,3,0.8423985140395063,-2.2188333571316066,0.40360309124761207,-1.5649068897249419,-1.0824807404806491,3.6202193820500796,Shepody,mid-season,31.60872,29.5,HY,1
64,1,4,0.8733488906437237,-2.1065926970039435,0.30932108129710567,-1.537498165113977,-1.1257634439922164,3.5871843341693057,Shepody,mid-season,32.35518,29.5,HY,1
64,1,5,0.8196519540253888,-2.20149534500934,0.4080296370409009,-1.5460884924322422,-1.078491603217071,3.5983938495923637,Shepody,mid-season,29.22777,29.5,LY,1
65,1,1,0.9041667005081497,-2.100985352997891,0.6936793209410896,-1.7443104090591586,-1.4078381724379456,3.655287913045755,Superior,early mid-season,40.8332925,32.6,HY,1
65,1,2,0.8573146199800417,-2.1865021014120454,0.7598842980387905,-1.7211388517228117,-1.3079516975207377,3.5983937326367634,Superior,early mid-season,43.6260825,32.6,HY,1
65,1,3,0.8504705074772789,-2.1393824477405494,0.7257697388234998,-1.7224886438087617,-1.2871705725509162,3.5728014177994445,Superior,early mid-season,49.2567075,32.6,HY,1
65,1,4,0.9268515664569006,-2.2843426563933495,0.7135611706741494,-1.7309574182085625,-1.2927024872774076,3.667589824748268,Superior,early mid-season,44.6170725,32.6,HY,1
65,1,5,0.8791637114851074,-2.2261401984981743,0.7735840963253535,-1.7314439566620674,-1.334142159193064,3.638978506542846,Superior,early mid-season,44.59455,32.6,HY,1
66,1,1,0.8119028307265084,-1.91209791278534,0.6992686166847326,-1.9419508759350217,-1.3113240523564098,3.6542013936655318,Superior,early mid-season,43.87383,32.6,HY,1
66,1,2,0.8331973448255185,-1.9499259709960612,0.6171578589941085,-1.8198728427478632,-1.2293798162480019,3.5488234261723024,Superior,early mid-season,44.756712,32.6,HY,1
66,1,3,0.9247643290868774,-1.9944795189033768,0.5797506476326331,-1.80210762625592,-1.3013323383434314,3.5934045067832185,Superior,early mid-season,52.666614,32.6,HY,1
66,1,4,0.9944495513962446,-2.0387960231771793,0.5211781996442433,-1.7592111609580177,-1.329648501270793,3.612027934365504,Superior,early mid-season,55.351296,32.6,HY,1
66,1,5,0.9609419009459672,-2.093059280732,0.5970532196835427,-1.8053772082802184,-1.2457614203447966,3.5862027887275074,Superior,early mid-season,48.756708,32.6,HY,1
67,1,1,0.7248096906661954,-2.089012706047901,0.40565011868546375,-1.521028668441962,-0.9904004173797909,3.469981982517994,Yukon Gold,mid-season,31.31271,30.659018009,HY,5
67,1,2,0.8829768796740396,-2.0078998012320954,0.5663303653039145,-1.7667377444152073,-1.2559121206492168,3.5812424213185667,Yukon Gold,mid-season,26.3835,30.659018009,LY,5
67,1,3,0.8170375896509192,-2.074511925595149,0.28691366742183044,-1.5105764765152099,-1.0384199939083727,3.5195571389459834,Yukon Gold,mid-season,27.51606,30.659018009,LY,5
67,1,4,0.8320026103981641,-2.1004025292045534,0.376899521198228,-1.5193726467653135,-1.0751215136219927,3.4859945579954656,Yukon Gold,mid-season,21.51864,30.659018009,LY,5
67,1,5,0.853058721004448,-2.1345763423169237,0.35033030747107663,-1.5612303615695988,-1.0252687645320662,3.5176864399430623,Yukon Gold,mid-season,27.912885,30.659018009,LY,5
68,1,1,0.7172583304280948,-2.1046164647440713,0.8310118847402146,-2.392298537195852,-0.8759510478277632,3.824595834599379,Superior,early mid-season,38.97222222,32.6,HY,1
68,1,2,0.6595166960287737,-2.102438769909639,0.7531468719011105,-2.1824814775831753,-0.871898938198981,3.7441556177619133,Superior,early mid-season,47.22222222,32.6,HY,1
68,1,3,0.7849402606260072,-2.034253700889757,0.6095542314840996,-2.139614216547583,-0.8815741909513712,3.660947616278605,Superior,early mid-season,48.22222222,32.6,HY,1
68,1,4,0.8442307707175174,-1.9169292556986415,0.4973598268754058,-2.081232306989917,-1.0314101824912392,3.6879811475868745,Superior,early mid-season,50.22222222,32.6,HY,1
68,1,5,0.7811209310485498,-1.972115062675417,0.6740597347087061,-2.1952586139896266,-1.0166036176479802,3.728796628555764,Superior,early mid-season,44.61111111,32.6,HY,1
68,1,6,0.765133027226121,-1.8110774712299715,0.5482029654406197,-2.1364998716645998,-1.0771082961497713,3.7113496463776,Superior,early mid-season,53.30555556,32.6,HY,1
68,1,7,0.7710840008260837,-2.020285585057073,0.7291198017270517,-2.125646100714899,-1.0270338120467888,3.6727616952656286,Superior,early mid-season,48.44444444,32.6,HY,1
