NoEssai,NoBloc,NoTraitement,clr_N,clr_P,clr_K,clr_Ca,clr_Mg,clr_Fv,RendVendable,rv_cut,yieldClass,Cultivar,Maturity5,pred_yield
7,3,4,-0.8809394778898509,-0.4033599076552595,0.22983980342130048,0.32212088280156165,0.7938128062427168,-0.9280106839195649,28.65915453,30.659018009,LY,Yukon Gold,mid-season,LY
7,3,5,0.7467246508508052,-0.3651880487341208,-0.1951687873666181,0.7936141113210293,-0.9354642988399822,0.7113411515679805,29.54552013,30.659018009,LY,Yukon Gold,mid-season,LY
7,3,6,-0.391331511513564,-0.3899777029317578,0.12033560266711583,0.31462631018806075,0.816936046335058,-1.4130645281295577,28.48904396,30.659018009,LY,Yukon Gold,mid-season,LY
8,1,1,-0.19512876675918261,-0.5686862603900595,0.756454730139299,-0.2446791758712931,-0.14488837493647,0.5660803502908542,25.36310235,54.849089601,LY,Estima,mid-season,LY
8,1,2,0.2564960999791788,-0.5430380525775953,0.7940269025914639,0.04995130034468971,-0.5932607219915779,0.27751433429311245,41.97766107,54.849089601,LY,Estima,mid-season,HY
8,1,3,0.6187484529326822,-0.4559525338991889,1.045713105488984,-0.08837719704608842,-0.6761338556706789,-0.45597696780164715,59.27010403,54.849089601,HY,Estima,mid-season,LY
8,1,4,1.0923451520125533,-0.4075652633096482,0.6322529328668645,0.20168010125512037,-0.9072272439592322,-0.3443039949382014,54.64002685,54.849089601,LY,Estima,mid-season,LY
8,1,5,0.7402145360051955,-0.4047784218526872,0.9938458870145497,0.37087248719076515,-1.3078060926369277,-0.0685132403127521,45.0473255,54.849089601,LY,Estima,mid-season,LY
8,1,6,0.9974677136864648,-0.33196162489534303,0.7857870903909218,0.8646592084543928,-1.5715005100564081,-0.4681585512068127,47.56700839,54.849089601,LY,Estima,mid-season,LY
8,2,1,0.18222051706762296,-0.25165371290079647,0.9796063070436388,0.7794397062446665,-2.009451449447246,1.2010938705603138,37.5735453,54.849089601,LY,Estima,mid-season,LY
8,2,2,-0.03270159848564156,0.06507718903775873,1.091301484901945,1.0325574695758313,-1.921112242263337,-0.051468280073919126,45.52696057,54.849089601,LY,Estima,mid-season,LY
8,2,3,0.16796684146797278,-0.03368663695167573,1.0066483260335017,0.3374960956538091,-1.1870835010073908,-0.26451660949660855,45.12406711,54.849089601,LY,Estima,mid-season,LY
8,2,4,1.3058252854614425,0.5815614899080689,0.9740696939864683,0.048264768506747054,-2.2667357243635005,0.06992186265264079,63.60344698,54.849089601,HY,Estima,mid-season,LY
8,2,5,0.8929094920486287,0.6561891189663642,0.8578406524104902,0.5428160832153921,-2.109825540701468,-0.5815194930238234,51.19595638,54.849089601,LY,Estima,mid-season,HY
8,2,6,0.9601064303432494,-0.08913475059027448,0.9366463376239159,1.1338409774067146,-2.0209575629496057,-0.7169851108905075,57.21087081,54.849089601,HY,Estima,mid-season,LY
8,3,1,0.1866061565413131,-0.2776569623359454,1.2265334604369973,0.47639233737476416,-2.0687099135663054,1.4387002577171126,29.96876174,54.849089601,LY,Estima,mid-season,LY
8,3,2,0.4655700591968826,-0.1696216244055485,1.323927296904015,0.2057330678858267,-1.8734681728213032,0.730018482285127,49.5518255,54.849089601,LY,Estima,mid-season,LY
8,3,3,1.2795745620896561,0.16345578450111756,1.3171593455564046,-0.019689331144739353,-2.375407605490024,0.5704520421207857,56.73065436,54.849089601,HY,Estima,mid-season,HY
8,3,4,1.2228695649988288,0.2638105409198314,1.232127646500257,0.06174259628596063,-2.0740090490297236,-0.20436775156809936,58.96081208,54.849089601,HY,Estima,mid-season,LY
8,3,5,1.474666745015651,0.06973471305556561,1.1983579995085252,-0.08245058686993142,-1.9170704119177924,-0.1661344449443017,52.95403691,54.849089601,LY,Estima,mid-season,LY
8,3,6,1.2640451518889897,-0.4387353416483558,0.9987674786354431,0.11255808610856467,-1.5833609902770618,0.4045478298108977,65.78151342,54.849089601,HY,Estima,mid-season,LY
9,1,1,0.14701620298998683,-0.6501226720671556,1.5217972137742732,1.5953532841959241,-2.8671263748726044,1.242738570357652,32.87028772,39.969716831,LY,Andover,early mid-season,LY
9,1,2,0.4927316034320164,-0.09080211804402463,1.9074253126389027,1.767370727247102,-4.4278845987180455,2.0552342026493733,41.81138758,39.969716831,HY,Andover,early mid-season,HY
9,1,3,1.6870997407622088,-0.04597760278097048,1.339874030096724,0.6411094389203046,-3.2981375857858413,1.1954602226288844,37.54071695,39.969716831,LY,Andover,early mid-season,LY
9,1,4,1.5188329580431295,-0.646492410787817,1.3263079338399557,0.985828227332687,-2.7982183571523267,0.8346343996597021,43.00216158,39.969716831,HY,Andover,early mid-season,HY
9,1,5,1.980677073324871,-1.573377890645981,1.3443034042793063,0.45309590249506804,-2.1423860124629184,1.5373213144073168,43.93329312,39.969716831,HY,Andover,early mid-season,HY
9,1,6,1.5600746216451609,-0.2969929294693633,1.019872266626712,0.5737372231733298,-2.286087543184694,0.3842155125508623,44.58687584,39.969716831,HY,Andover,early mid-season,HY
9,2,1,0.16802407244681383,-0.509730466415648,1.3208952545109969,1.7735219994688662,-2.809773808436771,0.894566582232846,33.97734815,39.969716831,LY,Andover,early mid-season,LY
9,2,2,0.4777935786393419,-0.788769105084985,1.1254490902089775,1.328277292280287,-2.065526026240812,0.6198549707266422,38.73149094,39.969716831,LY,Andover,early mid-season,LY
9,2,3,0.1443224261430803,-0.9061564148617882,0.9618397663572357,0.49418499743268024,-0.6622903972790639,0.08375912628296572,44.50261054,39.969716831,HY,Andover,early mid-season,HY
9,2,4,0.37810766914561855,-0.5951322649059406,1.0145054789209056,1.3373822220337346,-1.849321658307852,0.10552261972993052,40.20876695,39.969716831,HY,Andover,early mid-season,LY
9,2,5,0.9837335753813408,-0.19204734240574362,0.765843762154063,0.7563344707917922,-1.8375068838908126,0.125532702206172,44.16607601,39.969716831,HY,Andover,early mid-season,LY
9,2,6,0.4091953408018904,-1.245414934011941,0.3182157053001594,0.9643657479980164,-0.001408874935723027,-0.6350199726524729,46.81621963,39.969716831,HY,Andover,early mid-season,LY
9,3,1,-1.182700033548578,-1.5746515994250678,0.693590430902351,1.1233530786792028,0.4031616715414967,0.12130819402808737,28.76504913,39.969716831,LY,Andover,early mid-season,HY
9,3,2,0.014623557508279322,-1.729871171514764,0.9596324162322429,0.5233332203877757,-0.07403357206717938,0.49018427715616764,37.65710839,39.969716831,LY,Andover,early mid-season,LY
9,3,3,-0.14861692425034334,-0.7602954734814353,0.6491855010147963,0.584835276482511,0.10130321468021464,-1.0409467659715868,39.37612047,39.969716831,LY,Andover,early mid-season,HY
9,3,4,0.5103959889426521,-0.4147881650402485,0.582158620053011,0.7720285462386264,-1.0097528760918904,-0.31223484315724176,40.07446913,39.969716831,HY,Andover,early mid-season,HY
9,3,5,0.8295449261577931,-0.4434263704797764,0.489565459404209,-0.07563559136166856,-0.33292113542573204,-0.38182203273392873,44.68536091,39.969716831,HY,Andover,early mid-season,HY
9,3,6,0.924780655885612,-0.5790446609648668,0.9777115676509226,0.11576032891747606,-0.853608878898973,-0.4724647902857649,47.31759815,39.969716831,HY,Andover,early mid-season,LY
12,1,1,0.18680955432753849,-0.025883719432150676,-0.07011542697856632,0.05625577762548732,-0.23801645504169008,0.3772208488467358,23.70152571,36.33133751,LY,FL 1207,mid-season late,LY
12,1,2,0.7497887564722007,-0.25635298770852954,-0.6176105656359584,-0.0926288631400423,0.4964538943969061,-0.13217239080563686,27.38297571,36.33133751,LY,FL 1207,mid-season late,LY
12,1,3,0.8920897537572197,0.3661342969259623,-0.17707735749115536,-0.5762130438821574,-0.07735908896727554,-0.24992484482720884,29.95999071,36.33133751,LY,FL 1207,mid-season late,LY
12,1,4,0.6909864193937792,0.29413274452316546,-0.6074752003206132,-0.1777753465198844,0.31725843828832745,-0.5833620545134266,28.31210357,36.33133751,LY,FL 1207,mid-season late,LY
13,1,1,2.4867469608966233,-0.68558056731139,-0.3905580142024697,-1.376684580312741,-1.3501747341438295,4.5282595074275696,23.59634143,36.33133751,LY,FL 1207,mid-season late,LY
13,1,2,1.2044659941799192,0.46545366833240015,-0.27561542299482117,-1.0875674325468578,-0.5526128920588377,1.3986771300418441,28.24198071,36.33133751,LY,FL 1207,mid-season late,LY
13,1,3,0.7790287404361511,0.6623599172225966,-0.5231536548882209,-0.6184115852672607,0.07178361512419557,-0.20004223762942752,28.55753357,36.33133751,LY,FL 1207,mid-season late,LY
13,1,4,0.770702373587413,0.919826660354269,-0.6443581120714024,-0.531235504180916,-0.013906019646421486,-0.4097814884199534,32.72984357,36.33133751,LY,FL 1207,mid-season late,LY
14,1,1,0.6658064724042244,0.46071204748717987,-0.8169189259957815,-0.40479269656450234,0.5007466205856167,-0.4090894784589557,19.00329429,36.33133751,LY,FL 1207,mid-season late,LY
14,1,2,0.12499133818900122,0.3755336864984908,-0.547136480270042,-0.10051500392621761,0.16375272270163016,0.0819196517831445,22.91264357,36.33133751,LY,FL 1207,mid-season late,LY
14,1,3,0.7138647821397911,-0.15178818257695323,-1.0256884593955244,0.25497035771973714,0.6274911635301387,-0.3872439616273026,30.60862714,36.33133751,LY,FL 1207,mid-season late,LY
14,1,4,0.8264289849431778,0.3611738278703725,-0.7914614981525739,-0.3508778302022592,0.333959543280409,-0.2110492271779117,25.20916714,36.33133751,LY,FL 1207,mid-season late,LY
15,1,1,0.2540721957988192,-0.5744587147956097,-0.01060475748729048,0.5745014512651682,-0.826648775315829,1.5622415446589868,13.07165436,36.5325879875,LY,Bijou Rouge,early,LY
15,1,2,0.6672878653916414,0.21861910491029313,-0.05738174262579027,-0.30225184716862247,-0.6646355700208536,0.8800807947149567,26.74018792,36.5325879875,LY,Bijou Rouge,early,HY
15,1,3,0.7808897445595839,0.6613236308692061,-0.1129775073703694,-0.42841565706941576,-0.5529628642578014,-0.027211622375139414,37.14976107,36.5325879875,HY,Bijou Rouge,early,HY
15,1,4,0.9498678341928074,0.7411230669022575,-0.1129054876026949,-0.6901838690697989,-0.5722683759187156,0.137355254956368,36.6125698,36.5325879875,HY,Bijou Rouge,early,HY
15,1,5,1.2219116346174947,0.20878578472433412,0.025077290546574225,-0.44841556917842973,-0.6790934400368059,0.2983297506059994,36.55288188,36.5325879875,HY,Bijou Rouge,early,HY
15,1,6,1.032099530461728,0.5544519494365692,-0.4468677435783693,-0.09434145676040083,-0.47537959129799007,-0.26308483511513403,37.40522537,36.5325879875,HY,Bijou Rouge,early,HY
16,1,1,0.5617366500278754,-1.070388614633681,0.18809855050703325,1.5265602308003037,-1.2322204290158218,0.7850294424975587,22.53815839,38.80610084,LY,Peribonka,early mid-season,LY
16,1,2,1.0023619148401477,0.24283518952987557,0.07476000923540739,0.13663641720155253,-1.1614260501411302,0.38176072001823963,36.52900671,38.80610084,LY,Peribonka,early mid-season,LY
16,1,3,1.3468632681821668,0.25611541084488154,0.1098324723932154,-0.41578753443432276,-0.83053557530183,0.1381166033945537,41.69798054,38.80610084,HY,Peribonka,early mid-season,HY
16,1,4,1.2000503415813129,0.8704489909930783,0.09821500538562096,-0.5866695335164455,-0.8675129927529851,-0.4297508787167402,45.10019195,38.80610084,HY,Peribonka,early mid-season,LY
16,1,5,1.4939219453707233,0.4666086472100439,0.10900914761471908,-0.3802156335335008,-1.0200836576813277,-0.10904211608929211,36.83938389,38.80610084,LY,Peribonka,early mid-season,LY
16,1,6,1.4148438126766614,0.4596021784906697,-0.11800646735219203,-0.2957547922446347,-0.8307750376909269,-0.09775334757457617,37.84214094,38.80610084,LY,Peribonka,early mid-season,LY
17,1,1,0.33957609529792315,-0.724593192373011,-0.07526944032744401,1.0652757172024767,-0.9569364743303329,1.2292631000058758,21.57121409,39.983704574,LY,Pike,mid-season,LY
17,1,2,0.6059969809420819,-0.2902882389377342,-0.19109377105089978,0.8548028935494196,-0.7928273894838052,0.3058195720814615,29.06801678,39.983704574,LY,Pike,mid-season,LY
17,1,3,1.214268265943337,0.3701250222918942,-0.04298773281607866,-0.28430139649208813,-1.0509630859632024,0.6591179055102453,39.1314,39.983704574,LY,Pike,mid-season,LY
17,1,4,1.1734701002564278,0.4360037070079216,-0.28273073132003684,-0.10931315533692243,-0.8671043505149688,0.3424923591973372,39.4298396,39.983704574,LY,Pike,mid-season,LY
17,1,5,1.6166054931969398,0.14766757679004702,-0.3708374493334203,0.010314204349878878,-1.042699808475006,0.666284397181323,39.51340268,39.983704574,LY,Pike,mid-season,LY
17,1,6,1.5924224046753883,0.01628740132258262,-0.24350011847244016,0.045774439353821264,-1.0512859904535854,0.6369576861063895,38.0212047,39.983704574,LY,Pike,mid-season,LY
